x,y,z
573.8604492517824,435.0092858344455,a
578.9018253686049,405.1726106304282,a
529.7133871684385,394.7562659956847,a
553.8912225526246,432.42883364465104,a
559.3050833428574,419.40625148298636,a
526.3301942874635,405.7529283147425,a
580.1545987482958,431.9362414114413,a
565.9788452335931,442.9227492960656,a
536.1280670998711,429.5913522430741,a
563.3591894531468,404.6349006787619,a
578.598493711181,455.459505644955,a
566.1611520226201,469.5601828285709,a
598.1894392977106,497.3625579746029,a
603.5752940853931,439.3552620309813,a
618.9325193293911,465.16751449920463,a
598.1233113915603,462.29892253635927,a
613.7979796654724,458.5932474219228,a
603.2532715422966,493.8505695284554,a
566.996213403445,449.1168811279086,a
617.609335145498,463.2134534801985,a
558.5020634488029,493.1144638453506,a
578.6789910589891,492.6441050372494,a
630.3790787716141,509.2125023345469,a
628.8333107307369,488.51491975696507,a
600.1635583906157,480.88961931764226,a
628.3900995320026,473.3605186366292,a
583.5584181634861,501.1914573010748,a
596.356641510747,487.1330127856521,a
599.7312303020485,449.58771231114895,a
635.7279580613863,523.5632589675034,a
615.7760296023231,486.5759765919326,a
674.135567093435,514.072887892235,a
599.5841732734685,473.3509016937365,a
624.5012510496018,444.48384207389233,a
630.9101286558154,495.1802512692374,a
605.0348584997063,525.1885895497626,a
650.9241388412566,517.2924906183957,a
625.0611158785313,475.56555849156,a
631.5919633338837,514.4161019961592,a
645.4787457651756,498.02342450537327,a
639.5173041034666,469.3047833664411,a
580.3965519303086,508.7041328141049,a
681.6975824365048,466.69194580894566,a
635.6071605777888,506.3073467961324,a
637.4300236348292,497.32514272246175,a
668.9800176644634,489.4015041659703,a
281.9334983645,415.9441927540718,a
245.28540669246212,391.67386654225555,a
262.45957495888223,364.68906515215247,a
320.2676577684755,383.8486459759995,a
268.4879502694161,325.53511723731197,a
293.11446557206267,386.29951233043556,a
272.06131746493435,405.61601551448706,a
307.20847322731555,406.237334410225,a
319.35539838132297,386.4893037347631,a
249.1016291906435,326.2151406527703,a
292.1657559487169,356.2524049738778,a
292.9436520104826,379.5233892672741,a
304.0064195749308,354.8262401317421,a
303.77536315490863,365.7481656881615,a
310.2365558038386,413.1971330982982,a
331.0425682735546,357.2512939244309,a
327.8369210187473,375.3111103505625,a
355.6717037477407,369.5157787686377,a
297.59865600742387,370.0566327270583,a
289.79639718591324,380.1395574853357,a
369.2072297887255,369.9408615663176,a
339.464475347819,370.7650410127919,a
292.8968275026913,356.6501236506435,a
346.0493033894407,391.27019904323146,a
334.9176849544285,330.2825699771513,a
296.77983387109487,329.384443881533,a
313.76366699219193,308.4054545079307,a
325.3754698641767,341.69097834397246,a
324.52688665648327,353.35616939348745,a
309.5590401450422,329.73406545775833,a
372.1469613308075,338.6941148025545,a
378.11384047244115,333.99164687516316,a
332.91438593300296,385.13990066067674,a
377.7148721091039,344.09248533073014,a
311.74867961673476,365.15737664532253,a
331.4920139617401,355.1782901980034,a
364.7683339967292,331.1550910821916,a
364.5230482318577,349.78867891683655,a
375.53736608977783,378.2530920048109,a
309.4773568937147,308.93121291309535,a
366.497120617951,342.78712958734695,a
358.99219923772654,333.9624646449882,a
419.2084408917218,323.9147046355337,a
379.81419010635483,336.7228682794504,a
401.7196667953649,353.8608690041958,a
374.30253860382567,339.7228754095835,a
428.499819000567,443.7149924949773,a
429.46511639291464,444.1250082168641,a
396.9600114981842,412.70673982523806,a
362.59673033713153,419.29602831285666,a
397.4127763819917,444.6994037672558,a
372.14994821632916,409.53375945803566,a
409.7653816089945,426.95031228123,a
385.7402744876385,391.99695841297523,a
386.6781952763265,413.3135058014849,a
364.96660461410085,445.14914953747103,a
363.29206104963555,405.26025706854193,a
378.59180686559586,414.6956924031,a
344.09373097407706,420.94498836682715,a
337.41776144100044,389.48382059276315,a
419.7718377178495,415.18640768235673,a
297.1182510246221,220.91696200600586,a
292.8621523804922,315.04713404214897,a
213.11380117377132,264.54137754336546,a
214.60448572215196,311.44733600896643,a
247.74771511845574,289.36320673259326,a
204.62684713395637,258.0060435186572,a
264.4397570056273,247.9073893477472,a
216.99323405200875,298.3795199004009,a
279.0875871427886,272.1537376457396,a
274.6323610316949,263.7323582603601,a
271.5226059660344,276.9308823825713,a
262.31025598802717,267.8530155023177,a
258.6421230100051,261.31266378859954,a
252.47378101660547,224.13381120895707,a
233.7096000920147,291.3670356419725,a
268.2217647774325,220.04797525980314,a
271.1405911484841,285.2006769365571,a
271.8717257244162,271.83021992939985,a
267.90539362182096,311.4891923465607,a
272.3539903649623,275.6576060215566,a
254.09808753605355,294.72897970693737,a
222.00405277184302,298.0475353076099,a
255.31842404161657,369.46684073015444,a
244.11878788718266,350.068863764125,a
290.0994168909279,343.32916892984065,a
248.8077977731843,354.66289522773445,a
215.1986141632504,356.2995029857369,a
268.047047150897,372.85965176593766,a
211.82823295953838,377.6258860650146,a
232.42056313967225,359.7690684234166,a
233.46443441644647,318.99405588060085,a
260.0296385291753,317.8103829573394,a
287.77342187845306,303.5408363544278,a
288.02771896302653,270.59116384994877,a
282.72521202519476,286.7192874955815,a
280.6121760563338,250.11931863473393,a
291.20443971902466,260.56028431179993,a
286.5330622821546,244.42862025908295,a
243.7661552678453,279.9408916541756,a
273.71425774437154,294.968493168659,a
228.08913922987054,252.5727611600389,a
212.76675263997322,238.7924811847633,a
213.1793268283074,228.38292438427652,a
255.6311400290754,271.0839499524431,a
295.6837876756374,281.88171805269735,a
255.71190518329686,242.92107991065893,a
247.66223375850848,235.5980558487526,a
112.5596310711093,38.26613079218993,a
117.9339233053473,59.210650213493636,a
117.20833711260552,91.69635802626391,a
130.5585755258529,67.24616307383343,a
113.1775874694477,81.08821727197869,a
116.10753078135517,59.4983077801528,a
144.05497911719792,18.5859101172627,a
97.85727506938069,86.04819255003383,a
120.94920236166342,104.06990803306303,a
152.8634154001652,50.32221747537295,a
105.75649453266183,82.80695767262802,a
71.25145178896219,55.40818246575566,a
97.227834413167,49.436657823011046,a
83.41229175268043,71.76435412351697,a
149.24096201156704,45.3373608980757,a
164.35886924532073,41.15503948261073,a
123.2861526941944,109.9764216828811,a
199.22414615324308,90.1501570624635,a
212.21798806752386,115.92023582303995,a
152.07298973199215,93.24972169796922,a
167.93353741691374,125.31652718490511,a
206.0975546394424,101.9882691631787,a
199.1164237380827,75.9525565768705,a
172.27802308097006,116.07213487159282,a
192.55307915717515,85.49912925518663,a
192.9981075500428,154.41423878261588,a
159.10722137941974,78.95609649016137,a
